band,album,rating
Meshuggah,Nothing,3
Vildhjarta,Masstaden Under Vaten,0
Humanity's Last Breath,Humanity's Last Breath,4
Humanity's Last Breath,Humanity's Last Breath,3
Humanity's Last Breath,Vlade,5
Vildhjarta,Masstaden Under Vaten,4
Meshuggah,Destroy Erase Improve,3
Meshuggah,Destroy Erase Improve,2
Meshuggah,Catch Thirtythree,5
Vildhjarta,Thousands of Evils,6
Meshuggah,Chaosphere,0
Meshuggah,Contradictions Collapse,0
Meshuggah,Immutable,0
Humanity's Last Breath,Humanity's Last Breath,4
Meshuggah,Destroy Erase Improve,3
Meshuggah,Immutable,4
Meshuggah,ObZen,4
Meshuggah,Chaosphere,3
Humanity's Last Breath,Vlade,6
Vildhjarta,Thousands of Evils,4
Meshuggah,Nothing,10
Humanity's Last Breath,Humanity's Last Breath,2
Humanity's Last Breath,Vlade,6
Humanity's Last Breath,Vlade,7
Vildhjarta,Thousands of Evils,3
Vildhjarta,Thousands of Evils,3
Meshuggah,Koloss,2
Humanity's Last Breath,Abyssal,0
Meshuggah,ObZen,4
Humanity's Last Breath,Vlade,5
Meshuggah,Chaosphere,3
Humanity's Last Breath,Vlade,3
Vildhjarta,Masstaden Under Vaten,2
Humanity's Last Breath,Ashen,6
Meshuggah,Koloss,2
Vildhjarta,Dar Skogen Sjunger,3
Vildhjarta,Masstaden Under Vaten,4
Vildhjarta,Masstaden Under Vaten,2
Vildhjarta,Omnilash,1
Vildhjarta,Masstaden,2
Humanity's Last Breath,Vlade,2
Humanity's Last Breath,Humanity's Last Breath,5
Meshuggah,Koloss,1
Vildhjarta,Thousands of Evils,4
Vildhjarta,Thousands of Evils,1
Vildhjarta,Masstaden Under Vaten,4
Humanity's Last Breath,Ashen,7
Humanity's Last Breath,Vlade,6
Humanity's Last Breath,Vlade,4
Humanity's Last Breath,Vlade,3
Humanity's Last Breath,Vlade,8
Humanity's Last Breath,Abyssal,0
Humanity's Last Breath,Abyssal,3
Meshuggah,Nothing,3
Meshuggah,Nothing,4
Humanity's Last Breath,Ashen,7
Meshuggah,Destroy Erase Improve,3
Vildhjarta,Thousands of Evils,2
Meshuggah,Nothing,4
Meshuggah,Immutable,4
Meshuggah,Destroy Erase Improve,6
Humanity's Last Breath,Abyssal,2
Humanity's Last Breath,Abyssal,3
Meshuggah,Koloss,0
Vildhjarta,Thousands of Evils,1
Meshuggah,Destroy Erase Improve,4
Vildhjarta,Masstaden,2
Meshuggah,Contradictions Collapse,1
Humanity's Last Breath,Abyssal,3
Vildhjarta,Masstaden Under Vaten,5
Vildhjarta,Masstaden Under Vaten,2
Vildhjarta,Dar Skogen Sjunger,2
Meshuggah,Koloss,1
Vildhjarta,Dar Skogen Sjunger,4
Vildhjarta,Masstaden,1
Vildhjarta,Thousands of Evils,4
Humanity's Last Breath,Vlade,2
Vildhjarta,Masstaden Under Vaten,2
Humanity's Last Breath,Ashen,7
Vildhjarta,Thousands of Evils,4
Humanity's Last Breath,Ashen,3
Humanity's Last Breath,Vlade,0
Humanity's Last Breath,Vlade,5
Humanity's Last Breath,Vlade,6
Meshuggah,Chaosphere,6
Meshuggah,ObZen,6
Humanity's Last Breath,Humanity's Last Breath,7
Meshuggah,Immutable,0
Humanity's Last Breath,Abyssal,4
Meshuggah,Contradictions Collapse,0
Vildhjarta,Dar Skogen Sjunger,5
Humanity's Last Breath,Ashen,1
Meshuggah,Contradictions Collapse,3
Humanity's Last Breath,Ashen,5
Meshuggah,Koloss,3
Vildhjarta,Masstaden Under Vaten,6
Vildhjarta,Thousands of Evils,5
Vildhjarta,Dar Skogen Sjunger,2
Humanity's Last Breath,Vlade,6
Humanity's Last Breath,Vlade,4
Meshuggah,Contradictions Collapse,5
Humanity's Last Breath,Ashen,4
Humanity's Last Breath,Humanity's Last Breath,2
Meshuggah,Contradictions Collapse,3
Humanity's Last Breath,Humanity's Last Breath,4
Vildhjarta,Masstaden Under Vaten,3
Vildhjarta,Masstaden Under Vaten,7
Meshuggah,The Violent Sleep of Reason,4
Meshuggah,Koloss,5
Vildhjarta,Dar Skogen Sjunger,5
Vildhjarta,Thousands of Evils,5
Meshuggah,Chaosphere,3
Vildhjarta,Dar Skogen Sjunger,1
Meshuggah,Immutable,0
Humanity's Last Breath,Abyssal,0
Humanity's Last Breath,Abyssal,1
Vildhjarta,Masstaden,3
Meshuggah,Immutable,2
Vildhjarta,Masstaden,5
Humanity's Last Breath,Vlade,5
Humanity's Last Breath,Abyssal,0
Vildhjarta,Masstaden,0
Humanity's Last Breath,Abyssal,2
Humanity's Last Breath,Vlade,0
Humanity's Last Breath,Abyssal,3
Humanity's Last Breath,Vlade,6
Humanity's Last Breath,Humanity's Last Breath,5
Vildhjarta,Omnilash,3
Vildhjarta,Masstaden,2
Meshuggah,Immutable,6
Vildhjarta,Thousands of Evils,3
Humanity's Last Breath,Ashen,5
Humanity's Last Breath,Abyssal,0
Vildhjarta,Omnilash,0
Meshuggah,Contradictions Collapse,0
Vildhjarta,Masstaden,3
Meshuggah,Nothing,4
Vildhjarta,Dar Skogen Sjunger,1
Vildhjarta,Omnilash,0
Meshuggah,Koloss,6
Humanity's Last Breath,Vlade,7
Humanity's Last Breath,Abyssal,0
Meshuggah,Immutable,3
Meshuggah,Immutable,2
Vildhjarta,Omnilash,0
Meshuggah,Immutable,7
Vildhjarta,Dar Skogen Sjunger,7
Vildhjarta,Masstaden,4
Vildhjarta,Masstaden Under Vaten,7
Vildhjarta,Masstaden Under Vaten,7
Meshuggah,Catch Thirtythree,2
Humanity's Last Breath,Abyssal,0
Humanity's Last Breath,Ashen,4
Humanity's Last Breath,Vlade,4
Meshuggah,ObZen,4
Meshuggah,Koloss,1
Humanity's Last Breath,Vlade,6
Humanity's Last Breath,Vlade,6
Vildhjarta,Omnilash,4
Humanity's Last Breath,Humanity's Last Breath,7
Humanity's Last Breath,Vlade,1
Vildhjarta,Masstaden,0
Vildhjarta,Thousands of Evils,5
Meshuggah,Nothing,2
Meshuggah,Destroy Erase Improve,5
Humanity's Last Breath,Abyssal,1
Vildhjarta,Masstaden Under Vaten,7
Vildhjarta,Thousands of Evils,0
Meshuggah,Catch Thirtythree,4
Vildhjarta,Omnilash,0
Vildhjarta,Masstaden Under Vaten,4
Vildhjarta,Dar Skogen Sjunger,3
Meshuggah,Immutable,2
Humanity's Last Breath,Ashen,4
Meshuggah,Nothing,4
Vildhjarta,Dar Skogen Sjunger,5
Meshuggah,Chaosphere,3
Vildhjarta,Omnilash,0
Vildhjarta,Thousands of Evils,3
Vildhjarta,Thousands of Evils,4
Humanity's Last Breath,Humanity's Last Breath,3
Humanity's Last Breath,Abyssal,5
Vildhjarta,Masstaden Under Vaten,1
Humanity's Last Breath,Abyssal,2
Meshuggah,Chaosphere,0
Humanity's Last Breath,Vlade,4
Humanity's Last Breath,Ashen,4
Meshuggah,Chaosphere,1
Meshuggah,Catch Thirtythree,3
Humanity's Last Breath,Humanity's Last Breath,5
Humanity's Last Breath,Abyssal,4
Vildhjarta,Thousands of Evils,1
Meshuggah,Chaosphere,6
Humanity's Last Breath,Humanity's Last Breath,4
Vildhjarta,Masstaden,4
Humanity's Last Breath,Ashen,2
Humanity's Last Breath,Abyssal,1
Humanity's Last Breath,Humanity's Last Breath,2
Meshuggah,Contradictions Collapse,0
Vildhjarta,Omnilash,2
Vildhjarta,Omnilash,0
Vildhjarta,Thousands of Evils,4
Humanity's Last Breath,Vlade,0
Humanity's Last Breath,Ashen,7
Humanity's Last Breath,Vlade,3
Meshuggah,Koloss,0
Humanity's Last Breath,Humanity's Last Breath,2
Humanity's Last Breath,Ashen,6
Vildhjarta,Thousands of Evils,2
Vildhjarta,Dar Skogen Sjunger,4
Meshuggah,Chaosphere,4
Humanity's Last Breath,Abyssal,3
Vildhjarta,Dar Skogen Sjunger,0
Vildhjarta,Omnilash,2
Vildhjarta,Omnilash,0
Meshuggah,Destroy Erase Improve,2
Meshuggah,Chaosphere,3
Humanity's Last Breath,Humanity's Last Breath,3
Meshuggah,Nothing,4
Vildhjarta,Masstaden Under Vaten,6
Vildhjarta,Dar Skogen Sjunger,0
Humanity's Last Breath,Ashen,4
Humanity's Last Breath,Humanity's Last Breath,3
Vildhjarta,Thousands of Evils,7
Vildhjarta,Dar Skogen Sjunger,2
Vildhjarta,Masstaden,4
Humanity's Last Breath,Abyssal,2
Humanity's Last Breath,Ashen,2
Meshuggah,ObZen,4
Meshuggah,Chaosphere,1
Meshuggah,Destroy Erase Improve,5
Humanity's Last Breath,Humanity's Last Breath,5
Vildhjarta,Omnilash,2
Humanity's Last Breath,Vlade,4
Vildhjarta,Masstaden Under Vaten,5
Vildhjarta,Masstaden,0
Humanity's Last Breath,Ashen,4
Meshuggah,ObZen,4
Humanity's Last Breath,Abyssal,0
Meshuggah,Contradictions Collapse,0
Humanity's Last Breath,Abyssal,0
Meshuggah,Chaosphere,0
Meshuggah,ObZen,4
Vildhjarta,Thousands of Evils,7
Meshuggah,Contradictions Collapse,3
Vildhjarta,Masstaden Under Vaten,4
Vildhjarta,Masstaden Under Vaten,5
Meshuggah,Catch Thirtythree,4
Vildhjarta,Omnilash,0
Vildhjarta,Masstaden Under Vaten,5
Humanity's Last Breath,Humanity's Last Breath,5
Vildhjarta,Omnilash,1
Meshuggah,Nothing,2
Humanity's Last Breath,Humanity's Last Breath,6
Humanity's Last Breath,Abyssal,2
Vildhjarta,Masstaden Under Vaten,3
Humanity's Last Breath,Abyssal,0
Humanity's Last Breath,Humanity's Last Breath,4
Meshuggah,Nothing,6
Humanity's Last Breath,Vlade,4
Humanity's Last Breath,Vlade,5
Humanity's Last Breath,Abyssal,0
Meshuggah,ObZen,2
Meshuggah,Contradictions Collapse,0
Meshuggah,Chaosphere,4
Meshuggah,Destroy Erase Improve,6
Vildhjarta,Omnilash,1
Humanity's Last Breath,Abyssal,3
Humanity's Last Breath,Vlade,4
Vildhjarta,Dar Skogen Sjunger,3
Vildhjarta,Dar Skogen Sjunger,3
Humanity's Last Breath,Abyssal,4
Meshuggah,Destroy Erase Improve,0
Vildhjarta,Omnilash,4
Humanity's Last Breath,Vlade,4
Meshuggah,The Violent Sleep of Reason,2
Vildhjarta,Dar Skogen Sjunger,4
Humanity's Last Breath,Humanity's Last Breath,2
Vildhjarta,Thousands of Evils,6
Vildhjarta,Dar Skogen Sjunger,4
Humanity's Last Breath,Vlade,6
Humanity's Last Breath,Vlade,4
Vildhjarta,Masstaden Under Vaten,6
Vildhjarta,Masstaden,5
Meshuggah,Contradictions Collapse,1
Vildhjarta,Masstaden,2
Meshuggah,The Violent Sleep of Reason,2
Vildhjarta,Masstaden Under Vaten,1
Humanity's Last Breath,Vlade,7
Meshuggah,Catch Thirtythree,2
Meshuggah,Contradictions Collapse,0
Vildhjarta,Dar Skogen Sjunger,4
Vildhjarta,Omnilash,0
Meshuggah,ObZen,6
Vildhjarta,Thousands of Evils,7
Vildhjarta,Thousands of Evils,3
Vildhjarta,Dar Skogen Sjunger,0
Humanity's Last Breath,Ashen,1
Meshuggah,Nothing,4
Meshuggah,Catch Thirtythree,5
Vildhjarta,Dar Skogen Sjunger,4
Humanity's Last Breath,Vlade,3
Humanity's Last Breath,Ashen,4
Meshuggah,Chaosphere,0
Humanity's Last Breath,Vlade,6
Humanity's Last Breath,Ashen,8
Meshuggah,ObZen,3
Vildhjarta,Dar Skogen Sjunger,2
Humanity's Last Breath,Ashen,2
Vildhjarta,Masstaden,2
Meshuggah,The Violent Sleep of Reason,3
Humanity's Last Breath,Vlade,6
Meshuggah,ObZen,3
Meshuggah,ObZen,9
Meshuggah,Catch Thirtythree,7
Humanity's Last Breath,Vlade,4
Vildhjarta,Dar Skogen Sjunger,7
Meshuggah,Destroy Erase Improve,0
Humanity's Last Breath,Vlade,5
Meshuggah,The Violent Sleep of Reason,6
Vildhjarta,Dar Skogen Sjunger,6
Humanity's Last Breath,Humanity's Last Breath,0
Humanity's Last Breath,Ashen,1
Humanity's Last Breath,Ashen,2
Vildhjarta,Omnilash,1
Vildhjarta,Dar Skogen Sjunger,0
Meshuggah,Catch Thirtythree,3
Meshuggah,Destroy Erase Improve,4
Vildhjarta,Thousands of Evils,5
Humanity's Last Breath,Humanity's Last Breath,6
Vildhjarta,Masstaden Under Vaten,2
Humanity's Last Breath,Abyssal,1
Humanity's Last Breath,Ashen,4
Humanity's Last Breath,Vlade,4
Meshuggah,Chaosphere,3
Meshuggah,Destroy Erase Improve,2
Vildhjarta,Dar Skogen Sjunger,5
Vildhjarta,Dar Skogen Sjunger,4
Meshuggah,The Violent Sleep of Reason,3
Vildhjarta,Dar Skogen Sjunger,2
Meshuggah,Destroy Erase Improve,2
Meshuggah,Koloss,4
Meshuggah,Chaosphere,1
Humanity's Last Breath,Humanity's Last Breath,5
Humanity's Last Breath,Abyssal,0
Humanity's Last Breath,Vlade,5
Meshuggah,Nothing,6
Humanity's Last Breath,Abyssal,0
Humanity's Last Breath,Vlade,2
Meshuggah,Immutable,2
Humanity's Last Breath,Abyssal,3
Meshuggah,Chaosphere,3
Humanity's Last Breath,Ashen,4
Meshuggah,ObZen,5
Humanity's Last Breath,Abyssal,3
Meshuggah,Koloss,2
Vildhjarta,Dar Skogen Sjunger,4
Vildhjarta,Masstaden,4
Meshuggah,The Violent Sleep of Reason,3
Humanity's Last Breath,Abyssal,2
Humanity's Last Breath,Abyssal,1
Humanity's Last Breath,Humanity's Last Breath,6
Vildhjarta,Dar Skogen Sjunger,2
Humanity's Last Breath,Humanity's Last Breath,0
Humanity's Last Breath,Abyssal,0
Meshuggah,Catch Thirtythree,2
Vildhjarta,Omnilash,4
Meshuggah,Destroy Erase Improve,2
Vildhjarta,Dar Skogen Sjunger,3
Humanity's Last Breath,Abyssal,0
Humanity's Last Breath,Humanity's Last Breath,4
Vildhjarta,Masstaden Under Vaten,5
Vildhjarta,Thousands of Evils,3
Humanity's Last Breath,Humanity's Last Breath,0
Meshuggah,Immutable,1
Vildhjarta,Masstaden,2
Meshuggah,Chaosphere,2
Vildhjarta,Masstaden,1
Meshuggah,Koloss,4
Vildhjarta,Dar Skogen Sjunger,3
Meshuggah,Immutable,2
Humanity's Last Breath,Abyssal,5
Vildhjarta,Masstaden Under Vaten,8
Humanity's Last Breath,Ashen,3
Meshuggah,Immutable,3
Meshuggah,Nothing,3
Humanity's Last Breath,Abyssal,0
Vildhjarta,Dar Skogen Sjunger,5
Humanity's Last Breath,Ashen,6
Humanity's Last Breath,Vlade,2
Vildhjarta,Masstaden,2
Meshuggah,Koloss,3
Humanity's Last Breath,Abyssal,5
Meshuggah,Contradictions Collapse,2
Vildhjarta,Omnilash,0
Humanity's Last Breath,Ashen,1
Vildhjarta,Dar Skogen Sjunger,4
Humanity's Last Breath,Vlade,4
Meshuggah,ObZen,6
Vildhjarta,Thousands of Evils,4
Humanity's Last Breath,Ashen,0
Meshuggah,Destroy Erase Improve,2
Meshuggah,Nothing,4
Vildhjarta,Masstaden,3
Meshuggah,Immutable,7
Vildhjarta,Omnilash,0
Meshuggah,The Violent Sleep of Reason,5
Vildhjarta,Masstaden Under Vaten,8
Humanity's Last Breath,Ashen,1
Vildhjarta,Omnilash,4
Meshuggah,Nothing,5
Vildhjarta,Masstaden Under Vaten,4
Meshuggah,The Violent Sleep of Reason,5
Humanity's Last Breath,Abyssal,1
Vildhjarta,Thousands of Evils,4
Humanity's Last Breath,Vlade,5
Humanity's Last Breath,Vlade,3
Humanity's Last Breath,Vlade,4
Vildhjarta,Dar Skogen Sjunger,4
Meshuggah,Nothing,1
Meshuggah,Nothing,3
Vildhjarta,Masstaden Under Vaten,5
Meshuggah,Contradictions Collapse,0
Meshuggah,Contradictions Collapse,3
Humanity's Last Breath,Vlade,3
Meshuggah,ObZen,5
Vildhjarta,Thousands of Evils,3
Humanity's Last Breath,Humanity's Last Breath,0
Vildhjarta,Thousands of Evils,2
Meshuggah,Destroy Erase Improve,2
Vildhjarta,Masstaden,2
Humanity's Last Breath,Humanity's Last Breath,4
Vildhjarta,Masstaden Under Vaten,7
Meshuggah,Destroy Erase Improve,0
Humanity's Last Breath,Ashen,4
Humanity's Last Breath,Abyssal,0
Humanity's Last Breath,Humanity's Last Breath,5
Humanity's Last Breath,Abyssal,2
Meshuggah,Chaosphere,2
Vildhjarta,Masstaden Under Vaten,4
Humanity's Last Breath,Ashen,5
Meshuggah,Immutable,2
Meshuggah,Immutable,4
Vildhjarta,Masstaden Under Vaten,6
Humanity's Last Breath,Ashen,3
Meshuggah,Immutable,3
Humanity's Last Breath,Humanity's Last Breath,4
Humanity's Last Breath,Ashen,7
Vildhjarta,Masstaden,3
Humanity's Last Breath,Vlade,6
Vildhjarta,Thousands of Evils,1
Meshuggah,Catch Thirtythree,3
Vildhjarta,Dar Skogen Sjunger,3
Vildhjarta,Masstaden Under Vaten,1
Meshuggah,Nothing,4
Humanity's Last Breath,Abyssal,3
Humanity's Last Breath,Vlade,6
Vildhjarta,Masstaden Under Vaten,4
Humanity's Last Breath,Abyssal,1
Meshuggah,The Violent Sleep of Reason,0
Humanity's Last Breath,Abyssal,2
Vildhjarta,Masstaden Under Vaten,4
Meshuggah,Chaosphere,3
Meshuggah,The Violent Sleep of Reason,4
Meshuggah,ObZen,6
Vildhjarta,Omnilash,0
Meshuggah,Destroy Erase Improve,3
Vildhjarta,Masstaden Under Vaten,3
Meshuggah,Nothing,1
Meshuggah,Immutable,2
Humanity's Last Breath,Vlade,7
Meshuggah,Contradictions Collapse,0
Humanity's Last Breath,Humanity's Last Breath,0
Meshuggah,Catch Thirtythree,3
Humanity's Last Breath,Vlade,9
Meshuggah,Contradictions Collapse,3
Vildhjarta,Masstaden Under Vaten,7
Meshuggah,Catch Thirtythree,6
Humanity's Last Breath,Vlade,2
Humanity's Last Breath,Abyssal,0
Meshuggah,ObZen,4
Vildhjarta,Dar Skogen Sjunger,0
Humanity's Last Breath,Vlade,8
Vildhjarta,Thousands of Evils,4
Meshuggah,Nothing,3
Meshuggah,Contradictions Collapse,0
Humanity's Last Breath,Ashen,2
Vildhjarta,Masstaden Under Vaten,1
Humanity's Last Breath,Vlade,3
Humanity's Last Breath,Humanity's Last Breath,4
Meshuggah,Contradictions Collapse,0
Vildhjarta,Masstaden Under Vaten,7
Humanity's Last Breath,Humanity's Last Breath,0
Vildhjarta,Masstaden Under Vaten,5
Meshuggah,Koloss,5
Meshuggah,Contradictions Collapse,0
Meshuggah,Immutable,4
Vildhjarta,Masstaden Under Vaten,4
Meshuggah,ObZen,3
Meshuggah,Chaosphere,0
Vildhjarta,Thousands of Evils,3
Vildhjarta,Masstaden,3
Humanity's Last Breath,Ashen,3
Vildhjarta,Omnilash,1
Humanity's Last Breath,Ashen,4
Vildhjarta,Masstaden Under Vaten,7
Meshuggah,The Violent Sleep of Reason,0
Vildhjarta,Masstaden,3
Meshuggah,Koloss,2
Vildhjarta,Dar Skogen Sjunger,5
Humanity's Last Breath,Vlade,4
Humanity's Last Breath,Ashen,4
Vildhjarta,Masstaden,0
Meshuggah,Destroy Erase Improve,1
Humanity's Last Breath,Humanity's Last Breath,0
Vildhjarta,Masstaden,0
Vildhjarta,Dar Skogen Sjunger,3
Humanity's Last Breath,Abyssal,1
Humanity's Last Breath,Vlade,5
Vildhjarta,Omnilash,0
Meshuggah,Contradictions Collapse,2
Meshuggah,The Violent Sleep of Reason,3
Humanity's Last Breath,Abyssal,2
Meshuggah,ObZen,0
Vildhjarta,Masstaden,5
Meshuggah,Contradictions Collapse,1
Meshuggah,Chaosphere,1
Meshuggah,Chaosphere,3
Meshuggah,Nothing,1
Meshuggah,Destroy Erase Improve,6
Humanity's Last Breath,Vlade,5
Vildhjarta,Dar Skogen Sjunger,4
Humanity's Last Breath,Ashen,6
Vildhjarta,Omnilash,0
Meshuggah,Nothing,1
Vildhjarta,Dar Skogen Sjunger,4
Meshuggah,Chaosphere,4
Humanity's Last Breath,Vlade,7
Humanity's Last Breath,Abyssal,0
Vildhjarta,Omnilash,2
Vildhjarta,Dar Skogen Sjunger,6
Humanity's Last Breath,Humanity's Last Breath,4
Vildhjarta,Thousands of Evils,2
Meshuggah,Catch Thirtythree,4
Vildhjarta,Masstaden Under Vaten,3
Humanity's Last Breath,Abyssal,5
Meshuggah,Koloss,3
Vildhjarta,Masstaden Under Vaten,4
Humanity's Last Breath,Humanity's Last Breath,3
Humanity's Last Breath,Vlade,9
Meshuggah,Chaosphere,3
Humanity's Last Breath,Humanity's Last Breath,3
Vildhjarta,Masstaden Under Vaten,5
Vildhjarta,Omnilash,2
Vildhjarta,Dar Skogen Sjunger,3
Meshuggah,Koloss,2
Vildhjarta,Thousands of Evils,1
Meshuggah,Catch Thirtythree,6
Meshuggah,Koloss,5
Meshuggah,Catch Thirtythree,2
Meshuggah,Immutable,5
Vildhjarta,Dar Skogen Sjunger,0
Humanity's Last Breath,Humanity's Last Breath,2
Meshuggah,Chaosphere,0
Meshuggah,ObZen,4
Humanity's Last Breath,Vlade,5
Meshuggah,Chaosphere,2
Vildhjarta,Omnilash,0
Humanity's Last Breath,Abyssal,2
Meshuggah,Immutable,1
Humanity's Last Breath,Abyssal,2
Vildhjarta,Masstaden Under Vaten,6
Vildhjarta,Masstaden,3
Vildhjarta,Dar Skogen Sjunger,3
Vildhjarta,Omnilash,3
Humanity's Last Breath,Abyssal,4
Vildhjarta,Dar Skogen Sjunger,1
Meshuggah,The Violent Sleep of Reason,3
Vildhjarta,Thousands of Evils,6
Vildhjarta,Masstaden,2
Vildhjarta,Thousands of Evils,3
Vildhjarta,Thousands of Evils,5
Vildhjarta,Masstaden Under Vaten,5
Meshuggah,Koloss,3
Vildhjarta,Omnilash,0
Humanity's Last Breath,Vlade,6
Vildhjarta,Omnilash,1
Meshuggah,Immutable,2
Meshuggah,Immutable,4
Meshuggah,Destroy Erase Improve,2
Humanity's Last Breath,Humanity's Last Breath,5
Vildhjarta,Masstaden,3
Vildhjarta,Masstaden Under Vaten,5
Vildhjarta,Masstaden,6
Vildhjarta,Masstaden,3
Vildhjarta,Omnilash,1
Vildhjarta,Masstaden,6
Vildhjarta,Masstaden Under Vaten,7
Meshuggah,Chaosphere,0
Vildhjarta,Dar Skogen Sjunger,4
Meshuggah,ObZen,2
Meshuggah,Contradictions Collapse,2
Meshuggah,Contradictions Collapse,0
Meshuggah,Nothing,0
Humanity's Last Breath,Ashen,2
Meshuggah,Nothing,0
Meshuggah,Chaosphere,1
Humanity's Last Breath,Abyssal,3
Vildhjarta,Masstaden,5
Humanity's Last Breath,Vlade,4
Vildhjarta,Masstaden,5
Vildhjarta,Masstaden,4
Meshuggah,Chaosphere,4
Humanity's Last Breath,Humanity's Last Breath,0
Vildhjarta,Omnilash,0
Vildhjarta,Masstaden,1
Vildhjarta,Thousands of Evils,5
Meshuggah,Contradictions Collapse,3
Humanity's Last Breath,Abyssal,1
Meshuggah,ObZen,3
Vildhjarta,Masstaden,7
Meshuggah,Koloss,3
Meshuggah,Chaosphere,4
Meshuggah,Destroy Erase Improve,1
Vildhjarta,Thousands of Evils,8
Vildhjarta,Dar Skogen Sjunger,0
Humanity's Last Breath,Vlade,2
Meshuggah,Contradictions Collapse,1
Vildhjarta,Masstaden,0
Meshuggah,The Violent Sleep of Reason,3
Vildhjarta,Masstaden,0
Humanity's Last Breath,Humanity's Last Breath,3
Humanity's Last Breath,Abyssal,0
Meshuggah,Catch Thirtythree,6
Meshuggah,Koloss,6
Meshuggah,ObZen,7
Meshuggah,Koloss,2
Vildhjarta,Masstaden,7
Humanity's Last Breath,Vlade,3
Vildhjarta,Thousands of Evils,3
Humanity's Last Breath,Vlade,3
Meshuggah,Contradictions Collapse,0
Vildhjarta,Omnilash,2
Humanity's Last Breath,Abyssal,4
Meshuggah,Contradictions Collapse,0
Meshuggah,Chaosphere,3
Meshuggah,The Violent Sleep of Reason,4
Meshuggah,Catch Thirtythree,4
Vildhjarta,Thousands of Evils,2
Meshuggah,Catch Thirtythree,5
Meshuggah,Contradictions Collapse,0
Meshuggah,Koloss,5
Vildhjarta,Masstaden Under Vaten,4
Vildhjarta,Omnilash,3
Vildhjarta,Masstaden Under Vaten,4
Humanity's Last Breath,Humanity's Last Breath,5
Meshuggah,Immutable,8
Humanity's Last Breath,Ashen,4
Humanity's Last Breath,Humanity's Last Breath,3
Humanity's Last Breath,Humanity's Last Breath,7
Humanity's Last Breath,Vlade,4
Vildhjarta,Masstaden,4
Humanity's Last Breath,Humanity's Last Breath,6
Meshuggah,Destroy Erase Improve,2
Vildhjarta,Masstaden Under Vaten,4
Humanity's Last Breath,Abyssal,2
Humanity's Last Breath,Ashen,4
Meshuggah,Contradictions Collapse,0
Meshuggah,Chaosphere,0
Vildhjarta,Dar Skogen Sjunger,2
Vildhjarta,Dar Skogen Sjunger,0
Meshuggah,Koloss,1
Humanity's Last Breath,Vlade,6
Meshuggah,Nothing,6
Vildhjarta,Masstaden,2
Vildhjarta,Masstaden,3
Meshuggah,Nothing,6
Humanity's Last Breath,Abyssal,0
Meshuggah,Chaosphere,3
Vildhjarta,Masstaden,4
Humanity's Last Breath,Vlade,8
Vildhjarta,Masstaden,3
Vildhjarta,Omnilash,0
Humanity's Last Breath,Abyssal,0
Meshuggah,Catch Thirtythree,6
Humanity's Last Breath,Abyssal,0
Humanity's Last Breath,Ashen,4
Vildhjarta,Thousands of Evils,5
Vildhjarta,Dar Skogen Sjunger,3
Meshuggah,The Violent Sleep of Reason,4
Vildhjarta,Masstaden,6
Meshuggah,Nothing,3
Humanity's Last Breath,Humanity's Last Breath,2
Vildhjarta,Dar Skogen Sjunger,0
Vildhjarta,Omnilash,0
Meshuggah,Nothing,5
Humanity's Last Breath,Ashen,5
Humanity's Last Breath,Abyssal,4
Meshuggah,Destroy Erase Improve,4
Vildhjarta,Thousands of Evils,3
Meshuggah,ObZen,3
Humanity's Last Breath,Humanity's Last Breath,4
Meshuggah,Immutable,6
Meshuggah,Koloss,3
Meshuggah,ObZen,3
Vildhjarta,Thousands of Evils,5
Vildhjarta,Thousands of Evils,7
Humanity's Last Breath,Humanity's Last Breath,6
Humanity's Last Breath,Vlade,6
Humanity's Last Breath,Abyssal,1
Vildhjarta,Masstaden,3
Meshuggah,Contradictions Collapse,0
Humanity's Last Breath,Ashen,1
Meshuggah,Nothing,8
Humanity's Last Breath,Vlade,9
Meshuggah,Destroy Erase Improve,7
Vildhjarta,Masstaden,3
Humanity's Last Breath,Vlade,4
Vildhjarta,Masstaden,3
Meshuggah,ObZen,3
Vildhjarta,Omnilash,0
Vildhjarta,Thousands of Evils,3
Meshuggah,Immutable,4
Humanity's Last Breath,Vlade,1
Vildhjarta,Omnilash,0
Humanity's Last Breath,Vlade,7
Humanity's Last Breath,Abyssal,2
Vildhjarta,Masstaden Under Vaten,2
Meshuggah,The Violent Sleep of Reason,4
Vildhjarta,Thousands of Evils,1
Humanity's Last Breath,Humanity's Last Breath,6
Humanity's Last Breath,Vlade,7
Vildhjarta,Masstaden,4
Vildhjarta,Dar Skogen Sjunger,3
Vildhjarta,Masstaden Under Vaten,5
Meshuggah,Immutable,5
Humanity's Last Breath,Ashen,4
Vildhjarta,Omnilash,0
Meshuggah,Chaosphere,0
Meshuggah,Contradictions Collapse,0
Vildhjarta,Omnilash,1
Vildhjarta,Thousands of Evils,5
Meshuggah,Immutable,1
Meshuggah,Destroy Erase Improve,4
Vildhjarta,Omnilash,0
Humanity's Last Breath,Vlade,2
Humanity's Last Breath,Vlade,7
Meshuggah,Catch Thirtythree,4
Vildhjarta,Thousands of Evils,2
Meshuggah,Chaosphere,0
Vildhjarta,Omnilash,1
Humanity's Last Breath,Abyssal,4
Meshuggah,Destroy Erase Improve,2
Humanity's Last Breath,Abyssal,1
Vildhjarta,Dar Skogen Sjunger,1
